,y,x,r,z,pc,std_bg
398,409,719,2,7,1.450839916907928,79.87897747008701
399,1129,1449,2,7,1.4532963403355794,138.03259855515614
400,764,936,2,7,1.4568462037637897,99.74759813315474
401,667,1595,2,4,1.458423308195741,87.86716615943006
402,830,1197,2,5,1.4678479191866358,95.42055123097026
403,835,1540,2,5,1.4697159427931195,109.84104677011939
404,744,1573,2,7,1.4699051031919836,90.96927900243148
405,1080,972,3,6,1.4699637408943913,166.53360834478227
406,1195,988,2,7,1.4702992992337416,124.61785335576921
407,626,1438,2,7,1.4726856612159607,79.37926497728064
408,922,1098,2,7,1.4739931518017284,58.05946125883934
409,497,841,2,3,1.4744593918056879,87.03730841171247
410,597,747,1,7,1.4773372253304142,217.9160771183867
411,522,748,2,3,1.477928623689131,79.4874094677194
412,1006,946,2,7,1.47833031799586,86.2808720916107
413,988,1085,2,5,1.4890282131661443,71.91747537204631
414,768,1217,2,7,1.4902934832341983,107.20319977345203
415,1122,1111,2,7,1.4910260807081148,86.71132663422159
416,900,1098,2,4,1.4938030006523157,93.04400840462539
417,1103,574,2,4,1.4984982547284682,71.5832363212381
418,1175,966,2,5,1.5053341187250475,91.80500924362582
419,928,1085,2,4,1.5060142777976986,101.06708443185425
420,1169,933,2,4,1.5062213490504257,106.2869461907508
421,962,682,2,7,1.5095442150370082,75.90962279799139
422,802,1053,2,3,1.5120754900846178,119.49144989170658
423,962,1322,2,5,1.512461366475965,64.0734712827565
424,1116,834,2,7,1.519102881731647,95.45821511705178
425,773,753,2,7,1.5249133939845243,99.03337505608904
426,535,1370,2,5,1.5268184672328895,109.67182738617163
427,798,1141,2,4,1.5287930837987007,107.44064899075933
428,542,1239,2,7,1.531081613878302,108.45985400393805
429,704,1067,2,7,1.5320356985528054,61.80929451861499
430,960,1080,2,5,1.533637120878044,97.55040541803105
431,1025,1612,2,7,1.534961172571843,98.13524362667403
432,618,1110,2,5,1.5356997144022848,83.61742201173682
433,516,744,2,4,1.5383109574068938,91.65324712378353
434,1066,487,1,7,1.5447048042937557,80.5308774459972
435,602,780,2,4,1.5533980582524272,98.83613507833167
436,898,992,2,7,1.5545897022675847,115.32984098758752
437,879,672,2,5,1.5558790231279314,100.61432828158996
438,514,1329,2,8,1.5599180382047724,167.30758018956848
439,520,1470,2,7,1.5650658534133182,79.47561427185629
440,587,1083,2,7,1.5784464936173006,64.54692522154372
441,1096,893,2,4,1.579007527636714,69.78896760950114
442,772,1162,2,7,1.580290537887711,75.59751566685244
443,777,1358,2,5,1.5878228600515591,96.6532677495524
444,651,1013,2,4,1.5922380420169429,84.75502893961841
445,585,1010,2,3,1.5925744992672204,89.85957408955127
446,389,998,1,5,1.5948311114746054,94.3499322852021
447,960,1104,2,7,1.5964313142371607,94.35556275187076
448,952,996,2,7,1.5992689056431346,78.1163661895935
449,1147,1182,2,7,1.6024850845619052,96.55640263021861
450,542,1515,2,5,1.602868818280377,84.94851381866548
451,776,616,2,5,1.6035649232370544,120.0925568976788
452,1095,593,2,5,1.604312808521694,99.10011772613257
453,903,1332,2,7,1.6079280698300191,69.72087205421343
454,1161,633,2,7,1.609082741158213,93.6882759770696
455,1108,1162,2,5,1.609654652933567,74.86542324212307
456,412,1323,2,7,1.610949813355454,100.59061696909022
457,707,1612,2,9,1.6129570879946569,248.2782342397783
458,1169,1559,2,7,1.6209600052929307,103.11057138119037
459,1110,1487,2,5,1.6218360970125811,84.6748273626164
460,1006,889,2,3,1.6235718580877931,79.93278426277918
461,1023,922,2,5,1.624167614097775,145.01249347517918
462,524,1508,2,5,1.6249142359890891,110.53493665905916
463,832,1149,2,5,1.6268785797039962,74.33015688280378
464,843,956,2,4,1.6276687425811802,116.9334746768435
465,572,1414,2,5,1.6281887437552904,96.40063969358987
466,1170,792,2,3,1.6340028998256846,73.67892054945793
467,495,794,2,4,1.6358890384085345,55.66117737406088
468,736,1073,2,5,1.6375260960334028,91.14227850210655
469,929,956,2,4,1.6394505975643374,112.54584713943618
470,1024,1150,2,7,1.641281512605042,84.55840149795222
471,770,845,2,5,1.6414141414141414,97.78760110850227
472,551,1201,3,6,1.6432996413433323,115.10972271658414
473,998,1108,2,5,1.6457269990838896,79.4464791891721
474,485,1307,2,7,1.6471055637405023,81.8990634697505
475,858,1278,2,7,1.6488750205288225,101.11530821569777
476,1184,580,2,7,1.650337754951831,73.1708427054262
477,487,821,2,4,1.655988970886384,100.17567035241419
478,532,1182,2,4,1.6569184900373093,102.37336350611695
479,642,1345,2,5,1.6606355028999158,102.82197904631091
480,436,921,2,5,1.6633227622807585,89.03720157265103
481,1134,629,2,4,1.6643030629044615,98.71802400721404
482,609,1065,2,4,1.6703640871721257,100.13737092392408
483,751,808,2,3,1.677026677026677,126.03138387807309
484,1195,1461,2,8,1.677273932643861,64.53681120105021
485,658,1075,2,3,1.6777049126975088,89.51861034009755
486,671,767,2,7,1.6795928653886802,84.88505299652125
487,870,617,2,7,1.6810274752072834,66.98071861861939
488,799,1025,2,7,1.6814648583601652,73.54532568801062
489,638,949,2,4,1.6825141015310234,89.51930851622024
490,656,1410,2,7,1.6828522016762006,78.01277495100116
491,742,769,2,5,1.6837529198027512,105.58033243564931
492,923,905,2,5,1.6879012023852196,103.59193950571424
493,1190,792,2,7,1.6881502322842374,100.9874081122108
494,1110,1008,2,7,1.6889733466572743,79.34834416811873
495,943,1325,2,5,1.6898543115894475,97.87044121637997
496,1091,738,2,7,1.6910569105691058,91.318087231148
497,921,1240,2,7,1.6923606218974754,94.38363647017069
498,914,951,2,4,1.6927696177878764,102.46522953611576
499,477,827,2,4,1.6928265663510182,89.69964348684262
500,1040,664,2,5,1.6934278099200415,88.00993275698426
501,1199,1004,3,3,1.696781296548151,326.5786398781944
502,809,956,2,4,1.7017828200972447,111.60831808905046
503,882,699,2,5,1.7033906507081331,78.89902125854005
504,352,859,2,9,1.7039298729439574,232.74851935917633
505,882,1510,2,5,1.7061252694098485,69.33161806772497
506,1016,1326,2,4,1.7078673891203742,82.75297913402004
507,850,656,2,5,1.708180430617348,78.09302679070221
508,696,762,2,5,1.7096925794480367,91.1210180504781
509,745,653,2,7,1.7111900475240458,95.99131000888686
510,984,656,2,5,1.7190721231108874,109.06674816622872
511,556,778,2,4,1.7196152725153016,93.41082162802243
512,1129,714,2,7,1.7200696489886251,85.49963450214275
513,379,863,2,5,1.7202692595362752,81.13051042747249
514,632,797,2,5,1.7236370678803137,72.2642599345547
515,961,822,2,4,1.7237724033333877,98.12534501000918
516,485,1160,2,3,1.7239973251129488,75.46327979369981
517,572,1307,2,7,1.726585454425407,228.9135534007446
518,790,1477,2,7,1.7393595994202136,73.04964065620035
519,508,922,2,7,1.741317596981716,74.93256227361299
520,389,1289,3,7,1.7446195138923406,205.21978394448772
521,795,1513,2,5,1.7460631218290834,85.39089041968509
522,536,624,2,3,1.7479899742846912,99.32311713403995
523,922,680,2,4,1.7489728641257571,72.27316045547076
524,1157,1578,2,7,1.752703462416085,57.00925850732981
525,468,1279,2,4,1.7572227630471728,62.498444425085935
526,1111,1520,2,7,1.757631822386679,95.7030908446651
527,1004,992,2,7,1.7599270631522395,94.40955952950715
528,645,1551,2,7,1.76400239186765,98.14515893421449
529,577,1388,3,4,1.764696171814385,144.72953702989895
530,1099,1213,2,7,1.7658236142052155,118.68653274721422
531,612,994,2,3,1.7663263652568466,87.95165180686236
532,685,671,2,4,1.7725449605382326,67.19735392855883
533,1013,1147,2,5,1.7771389369834374,78.63982592950103
534,1124,922,2,7,1.786857002215112,65.48535406655616
535,746,972,2,2,1.790620252755422,73.38784668912604
536,1024,569,2,7,1.7948634272101296,73.35056615702128
537,799,1457,2,5,1.795915687175783,71.68448179735664
538,707,1392,2,7,1.7967833115691687,97.87403327179733
539,936,1279,2,5,1.7981952420016407,88.39129387747039
540,1160,980,2,5,1.8027883562427471,119.44785444098841
541,760,866,2,5,1.8031908850404947,84.3835386625983
542,602,1538,2,7,1.8049097545122743,81.82090027750992
543,471,1245,2,5,1.8072884089936465,94.81996830250941
544,889,1336,2,5,1.8082945685645024,83.27505253675918
545,320,987,2,4,1.8131147540983608,121.85430736015131
546,664,1548,2,5,1.8206517237380515,85.89042397471067
547,920,1268,2,7,1.8212844157122698,84.04635584340082
548,883,1045,2,5,1.822529567633943,165.01035321053848
549,568,603,2,4,1.8304776148519035,103.37632674145253
550,943,1616,2,7,1.831477590457125,82.05476448689619
551,462,990,2,5,1.8329609119466304,95.1312598319933
552,670,1375,2,7,1.833264205723766,123.39468490939505
553,528,591,2,3,1.8339957000456055,86.80700776563043
554,507,1238,2,5,1.8425405768380365,134.69950481431704
555,1103,871,2,4,1.8436254169717678,80.37143589816803
556,464,1402,2,3,1.84514112836198,90.45452356479102
557,843,1011,2,5,1.8451859778837112,104.80993876483703
558,661,745,2,5,1.8532342345266302,70.37803427443347
559,940,1019,2,7,1.8542012296281838,59.10147523539493
560,1026,1601,2,7,1.8550915992738075,117.93688725331019
561,707,519,2,5,1.8567467202879984,111.06338905728066
562,1069,871,3,4,1.8665112589642725,210.19838099994968
563,1175,1114,2,7,1.8675665934930048,90.18418652956848
564,1004,915,2,7,1.868960909876,74.32911750003045
565,624,846,2,2,1.87471717628806,67.91476224323807
566,784,1165,2,4,1.876885446392173,97.33810454915496
567,636,1345,2,4,1.8857963076009305,65.25642529028592
568,370,1004,2,3,1.8862334584238594,156.44913421691479
569,443,780,2,5,1.8880845235765995,82.63195465772037
570,1096,845,2,7,1.8895537921165604,90.66190819314482
571,796,1268,2,5,1.8913612565445026,82.84356073682224
572,1050,481,1,5,1.8918962960548829,94.76447412166416
573,1094,1130,2,7,1.8948264849904195,89.2701794025057
574,874,1650,1,7,1.8981350781340818,101.56306196425724
575,512,1436,2,7,1.9030018480595374,76.12923040608135
576,1102,1237,2,5,1.9041365725541695,87.0777809234684
577,1066,1353,2,7,1.90621864771961,84.04463100043928
578,604,759,2,7,1.9100231665235634,92.52113121996629
579,919,1197,2,7,1.9123088509774386,89.92210170475332
580,730,720,2,7,1.9140929146119907,81.08393285150065
581,734,482,1,9,1.9192760654023946,238.74544789144966
582,796,722,2,7,1.9228592221233929,106.56948698176019
583,458,891,1,5,1.9252182613326447,210.3288430582506
584,1079,781,2,5,1.9260363176907003,79.60133958602009
585,837,1075,2,7,1.9291191170006674,87.57630601367016
586,882,969,2,7,1.9305019305019304,77.84118447197473
587,870,1620,2,7,1.9314765914337435,92.41798165580838
588,1140,1445,2,7,1.9320232438786153,71.01584330274477
589,419,1322,2,7,1.9348624005580375,72.931748440275
590,610,1367,2,5,1.9393139841688654,96.88265202753736
591,725,1137,2,7,1.9431256424061476,113.49495216381504
592,423,686,1,7,1.944027659990867,98.97305153705
593,866,942,2,7,1.948684637869438,125.74609972966248
